date,consumer_sentiment,core_pce_inf,unemployment,cbo_unemployment,core_pce_real,interest
1993-12-01,-2.799999999999997,2.3680795847750287,6.4,,3.1363728950816414,2.96
1994-01-01,5.0,2.070304075911116,6.7,5.44,3.2393034069529665,3.05
1994-02-01,6.6000000000000085,2.087143625605132,6.5,,4.691916721221646,3.25
1994-03-01,5.599999999999994,2.1904864168366673,6.5,,5.111523601867824,3.34
1994-04-01,7.0,2.0235546038543686,6.4,5.41,4.48709870918347,3.56
1994-05-01,12.5,1.9532500800512083,6.0,,3.7586030010517137,4.01
1994-06-01,9.700000000000003,2.187366623986317,6.0,,3.862051259278098,4.25
1994-07-01,12.0,2.3649728347714776,6.1,5.38,3.6553606100058973,4.26
1994-08-01,14.400000000000006,2.371583537168988,6.1,,4.380948134275928,4.47
1994-09-01,13.599999999999994,2.410790144435006,5.9,,4.069363214472134,4.73
1994-10-01,10.0,2.3519440618709466,5.8,5.35,4.484395570262651,4.76
1994-11-01,10.399999999999991,2.219169396597292,5.6,,4.2762593241067455,5.29
1994-12-01,6.8999999999999915,2.218231752403076,5.4,,4.276259324106745,5.45
1995-01-01,3.299999999999997,2.6199028100570474,5.7,5.33,3.860401859205026,5.53
1995-02-01,1.8999999999999915,2.6030140162293183,5.4,,2.7281279043474873,5.92
1995-03-01,-1.2000000000000028,2.542818114952188,5.5,,3.343266394792688,5.98
1995-04-01,-0.09999999999999432,2.6340644348829785,5.8,5.3,2.622745613155688,6.05
1995-05-01,-3.0,2.564907872696817,5.7,,3.6520610154942466,6.01
1995-06-01,1.5,2.3807037694476243,5.6,,4.168256538479775,6.0
1995-07-01,5.400000000000006,2.258299510875204,5.7,5.27,3.441259733126494,5.85
1995-08-01,4.5,2.3062538956991343,5.6,,3.2358153245204795,5.74
1995-09-01,-2.5999999999999943,2.2607072487814834,5.6,,3.5449045919591553,5.8
1995-10-01,-2.5,2.2668460821860936,5.5,5.25,2.5166533050479574,5.76
1995-11-01,-3.3999999999999915,2.2433578000620114,5.6,,3.0282134512807257,5.8
1995-12-01,-4.099999999999994,2.31476697323552,5.6,,3.5423262928539705,5.6
1996-01-01,-8.299999999999997,2.079472925674272,5.8,5.23,3.1277424037935027,5.56
1996-02-01,-6.599999999999994,2.0336894001643238,5.5,,4.161086516055975,5.22
1996-03-01,3.4000000000000057,2.0084025002561576,5.6,,3.8510832823772216,5.31
1996-04-01,0.20000000000000284,1.8916155419222938,5.4,5.21,4.684391874412332,5.22
1996-05-01,-0.3999999999999915,1.86791875063794,5.6,,4.060651704356259,5.24
1996-06-01,-0.29999999999999716,1.856195818459984,5.3,,3.235592027810314,5.27
1996-07-01,0.29999999999999716,1.8216975371463593,5.4,5.19,4.06479357020236,5.4
1996-08-01,-0.9000000000000057,1.6551584077985668,5.1,,3.8576994536447526,5.22
1996-09-01,5.799999999999997,1.7341040462428081,5.2,,3.6510174646822655,5.3
1996-10-01,6.299999999999997,1.791497975708539,5.2,5.17,4.170831995598422,5.24
1996-11-01,11.0,1.860465116279085,5.4,,3.653598470297544,5.31
1996-12-01,5.900000000000006,1.8482981517018755,5.3,,3.4477323362949686,5.29
1997-01-01,8.100000000000009,1.9060104881000712,5.4,5.15,4.487408038167261,5.25
1997-02-01,11.200000000000003,1.9931548218240618,5.3,,3.96911732369221,5.19
1997-03-01,6.299999999999997,1.9989954796584992,5.2,,3.7622136076251587,5.39
1997-04-01,8.700000000000003,2.1274460612142807,4.9,5.13,3.0394917218009114,5.51
1997-05-01,13.799999999999997,2.074148296593252,4.8,,3.142428276967551,5.5
1997-06-01,12.099999999999994,2.1227595874637584,5.0,,3.657625221407967,5.56
1997-07-01,12.399999999999991,2.0689655172414323,4.8,5.11,4.173848454582308,5.52
1997-08-01,9.100000000000009,1.9678353810808455,4.9,,4.797022024599741,5.54
1997-09-01,11.299999999999997,1.9039074960127902,4.9,,4.3790877393570815,5.54
1997-10-01,9.099999999999994,1.8196281197176363,4.7,5.1,4.587429231850812,5.5
1997-11-01,8.0,1.6875124081794914,4.6,,5.004943919403109,5.56
1997-12-01,5.199999999999989,1.6858389527965285,4.7,,5.109426450666209,5.5
1998-01-01,9.199999999999989,1.5734784760020049,4.7,5.09,4.795666968723938,5.56
1998-02-01,10.700000000000003,1.4508487958942278,4.6,,5.004631409339534,5.51
1998-03-01,6.5,1.3295253102225724,4.7,,5.109321969069695,5.49
1998-04-01,7.299999999999997,1.346172742458486,4.3,5.07,6.057201626105381,5.45
1998-05-01,3.299999999999997,1.3743005791695078,4.3,,6.586429179129855,5.49
1998-06-01,1.0999999999999943,1.2550250024511922,4.5,,6.586429179129857,5.56
1998-07-01,-1.8999999999999915,1.3709361535448272,4.5,5.06,5.84697922446791,5.54
1998-08-01,0.0,1.6065830721003045,4.5,,5.427367810297578,5.55
1998-09-01,-5.099999999999994,1.5259708500440172,4.6,,6.377163916696657,5.51
1998-10-01,-8.199999999999989,1.5332031249999996,4.6,5.05,6.589070617725937,5.07
1998-11-01,-4.5,1.5716516985552658,4.4,,6.3771639166966585,4.83
1998-12-01,-1.5999999999999943,1.7261556465769436,4.3,,6.482906624367317,4.68
1999-01-01,-2.6999999999999886,1.890101325019493,4.3,5.04,5.9515547949044025,4.63
1999-02-01,-2.3000000000000114,1.7608716801245259,4.4,,6.056979227536162,4.76
1999-03-01,-0.7999999999999972,1.6328117406939626,4.2,,5.951344786074459,4.81
